Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
55668,1.26601818,-0.107163416,0.478804196,-0.253008104,-0.605138507,-0.521583419,-0.346553374,0.02525083,0.217488162,-0.031231975,1.112217262,0.595381959,-0.289254549,0.384285099,0.618077301,0.716333392,-0.711529559,0.231200437,0.44468988,-0.071629259,-0.10924531,-0.352358391,0.050246308,0.055099819,0.118568114,0.908724689,-0.077275846,-0.005141697,0.75,0
55670,-1.52074623,1.296981791,0.184830261,1.226941121,-0.032416733,0.29094233,-0.248774002,1.050852904,-0.247605415,-0.211052854,-1.763095603,-0.159622095,-0.59808119,0.684581185,0.32333992,-0.695249376,0.695838499,-0.262648775,1.008464004,-0.008180792,-0.057913291,-0.019306754,-0.251753783,-0.763918718,0.06579125,-0.160085661,0.359684829,0.024242783,30.35,0
55681,-1.071764779,0.167366895,0.889035069,-3.205068393,-0.751946974,-0.706439295,0.00606841,0.08175889,0.154947134,0.258896424,1.115726484,-0.280231009,-1.89894598,0.501684033,0.954977539,-2.055635889,0.101414182,1.55198106,-0.284429467,-0.440544226,-0.303977892,-0.359354741,0.019814919,-0.056731703,-0.330112891,-0.190485483,0.075181971,0.267217668,11,0
55760,-6.003421676,-3.930731396,-0.007045455,1.714669183,3.414666602,-2.329582623,-1.90151169,-2.746111091,0.887673208,-0.049232856,-0.153131027,-0.814309846,-1.894795586,-0.831482609,1.387288695,1.188906759,0.536817323,-0.051403214,-1.231385502,-4.128185829,1.101671317,-0.992493707,-0.698258928,0.139897674,-0.205150796,-0.472412263,1.775378057,-0.104284626,311.91,1
55797,-0.463699574,0.596264315,0.916598789,-1.81102104,0.616774304,-0.194881739,0.795307536,-0.065786058,0.382423668,-1.528508801,-0.885313285,0.41010832,0.862009825,0.122491058,1.682729875,-0.773274344,-0.302333237,0.058012557,0.71621475,0.06824351,0.154709347,0.579231756,-0.430624969,-0.878581166,0.506010172,-0.527100544,0.138008809,0.093388493,22.87,0
55980,1.050996776,-0.311738186,0.404496225,0.929154852,-0.762317854,-0.709011759,0.013346557,-0.085723003,0.651383324,-0.198527781,-0.884404018,-0.218259245,-1.330705598,0.212399253,-0.055315751,-0.209037068,0.109864113,-0.534082229,0.197404953,-0.013958444,-0.190630876,-0.641920703,-0.053170028,0.399055894,0.375543865,0.263187539,-0.048535711,0.026393073,100.05,0
56083,-0.170668699,-0.32539967,1.591979885,-2.068430683,-0.893276952,-0.245060058,-0.369180307,0.075960702,-2.74834984,1.122712246,1.463982986,-0.231800327,0.516180064,-0.196963365,-0.188141375,-0.697118263,0.603890733,0.100785141,-0.219571989,-0.277212493,0.001274569,0.376067467,0.000123374,0.202217333,-0.513853482,-0.300100294,0.173235177,0.138049689,15,0
56098,-1.229668917,1.956099151,-0.85119796,2.79698655,-1.913976841,-0.044934446,-1.340739354,-0.555547987,-1.18446766,-3.245108597,2.33832327,-2.820042188,0.763325773,-5.419589869,0.041432793,-4.180757788,-4.285070592,-2.536451573,0.930239186,0.270459255,1.20805426,0.277611797,0.0192658,0.508528831,-0.201182897,-0.249600419,0.562238743,0.075308501,170.92,1
56104,1.243913867,0.057735318,-0.21599309,0.503818436,0.013788956,-0.462281764,0.131028628,-0.040247557,0.199763684,-0.015465844,-0.846419926,-0.847536434,-1.70961842,0.778298671,1.280583558,-0.059727351,-0.086072712,-0.546925123,-0.275190912,-0.211525954,-0.07435678,-0.266092071,-0.083887906,-0.439245567,0.495982633,0.432693511,-0.050790179,-0.003722973,19.99,0
56140,-4.372640754,-1.309994167,1.02058354,1.609955399,-0.439267492,-0.047739086,-0.536825247,0.972733204,-0.332616784,-0.408868247,0.591880396,1.333002457,1.19260677,0.173076599,0.321555617,0.712640437,-0.291916555,0.885511014,1.275553779,-1.736363036,-0.3904852,0.689631663,1.751508738,0.068647876,0.85248107,-0.178604529,0.076155725,-0.881703811,139.71,0
56223,0.652974227,-2.269948189,0.572508938,-0.385002113,-1.474221232,1.51452639,-1.228396682,0.500877085,0.464209116,0.307445024,-0.363281892,-0.400825114,-1.046020749,-0.741197321,-1.306252564,0.971464195,0.503512011,-0.780699986,1.23271994,0.674751346,0.285435303,0.280412776,-0.470560115,-1.097375657,0.329918192,-0.066460091,0.012541162,0.058367733,350,0
56422,1.032733799,0.031841452,0.423112522,0.282587356,0.436733728,1.38159561,-0.342214032,0.51115525,-0.312484063,-0.103374004,2.530268759,1.713808386,0.686758012,0.450380366,1.362594024,-0.791416021,0.499204885,-2.055934998,-1.383032752,-0.186482189,-0.080605776,-0.092507245,0.245661919,-1.009274109,-0.108898653,0.20414061,0.04216643,-0.00493109,0.99,0
56433,1.294132382,0.150732783,0.279697542,0.51569463,-0.34355513,-0.736027656,-0.028680559,-0.106581386,0.258232542,-0.030334087,-0.863044974,-0.4240889,-0.780347484,0.444839367,1.198056828,0.503564793,-0.536499221,-0.234684415,0.076744323,-0.152519404,-0.303676917,-0.93310886,0.088929846,-0.152299493,0.243849254,0.12943299,-0.03747669,0.011459859,1.98,0
56576,1.145019743,-0.99895092,-0.287155637,-0.843178073,-0.608907148,-0.074951113,-0.312272112,-0.048987465,-1.038570508,0.784721974,0.123170135,-0.033892339,0.005869421,0.380471865,0.311160821,-0.673106054,-0.668975257,1.652127069,0.019322449,-0.151062519,-0.529260065,-1.465070237,-0.093576871,-0.849165692,0.115686806,0.857164696,-0.097000364,0.013605645,157.87,0
56624,-7.90142135,2.720472487,-7.885935672,6.348333551,-5.480119036,-0.33305924,-8.682376445,1.164431078,-4.542447386,-7.74848005,5.266585873,-8.679678803,-1.166365678,-8.107974661,0.701364761,-6.288305758,-13.7531308,-4.329239274,1.504250211,-0.614719344,0.077739051,1.092436595,0.320132727,-0.434642553,-0.380687072,0.213630359,0.423620329,-0.105168534,153.46,1
56642,0.781956613,-1.763459516,0.16829849,-0.753905299,-1.188808442,0.379140012,-0.700479149,0.056349868,-0.655052201,0.619045041,0.385640203,-0.179101201,0.749745685,-0.299346085,0.5112182,2.046064058,-0.623502951,0.056775939,0.845743791,0.821685164,0.557674125,0.804232449,-0.550754815,-0.770760289,0.441208203,-0.029927798,-0.02784261,0.061307369,339,0
56650,-8.762083394,2.791030282,-7.682766857,6.991213965,-5.230695451,-0.357387951,-9.685621456,1.749334945,-4.495678865,-7.864506479,4.77414774,-8.245897882,-1.33349186,-7.974250523,-0.398798947,-7.244340474,-12.76009395,-4.824740223,2.836992995,-0.460389539,-0.090526788,0.348589628,0.05113239,-0.415429872,0.219665266,0.330020365,-0.028251755,-0.156270273,7.52,1
56716,-2.160131095,0.850671865,0.842748971,-0.881878811,-0.855656116,-0.283589688,0.128138769,0.512128801,1.08310719,0.119109309,-1.456897543,0.078094745,0.074729086,-0.550606127,-0.383657001,0.387643225,-0.3800595,-0.082295728,-0.279250895,0.302862443,-0.092879106,0.349206148,-0.395731197,-0.039340013,0.021546956,0.979663276,0.104866721,-0.262732713,78.08,0
56747,1.245521356,0.105462142,0.306873388,1.300960139,-0.137425748,-0.000351385,-0.097403499,-0.009895702,0.618980974,-0.109735361,-1.659650765,0.04907845,-0.23742804,-0.135156404,-0.365948261,-0.149886482,-0.28518983,-0.087089249,0.27893887,-0.145750257,-0.116958917,-0.097745722,-0.224457811,-0.441871662,0.83995546,-0.218631407,0.03462734,0.01329741,9.99,0
56763,-0.883295086,1.139157354,2.566644577,3.15944132,-0.895726867,0.562374646,-0.488943115,0.777203533,-0.679973216,0.136262648,-1.456149013,-0.696749386,-1.248481111,0.071414874,-0.002464408,-0.226923173,0.714301715,0.131900748,1.248830626,-0.024268787,-0.10044845,-0.284442232,-0.12374384,0.349202565,-0.001574333,0.199441354,-0.003641174,0.021128964,9.1,0
56806,0.016827808,2.400825547,-4.220359821,3.462217464,-0.624142188,-1.294302586,-2.986028314,0.751882725,-1.606672299,-5.974925438,3.264922152,-5.095031624,0.307807541,-10.01810606,0.273282637,-3.562533517,-4.377105684,-1.792634943,0.080280773,0.590418383,0.285831618,-0.771508089,-0.265199774,-0.87307715,0.939776316,-0.219084743,0.874493632,0.470434222,1,1
56887,-0.075483466,1.812354584,-2.56698081,4.127548607,-1.62853157,-0.805895446,-3.390134545,1.019353262,-2.451251252,-3.555834927,4.31571103,-5.479801677,-2.115503156,-5.588785577,0.280108069,-3.507230624,-7.457094938,-2.325491682,-0.440434553,0.338598141,0.794372452,0.270471232,-0.143624141,0.013565915,0.634203129,0.213693187,0.773625467,0.387434055,5,1
56965,1.256247636,0.38758903,0.31562018,0.689161317,-0.33049656,-1.062229111,0.118628806,-0.230364762,-0.038057885,-0.296438585,0.013482847,0.482734046,0.691634631,-0.380133368,1.042861302,0.456653254,-0.03181045,-0.356349624,-0.201683834,-0.050528227,-0.282120929,-0.791846758,0.123614487,0.35813077,0.231757998,0.092821555,-0.020064793,0.031858742,1.98,0
57007,-1.271244192,2.462675269,-2.851395003,2.324480065,-1.37224489,-0.948195687,-3.065234362,1.166926948,-2.268770588,-4.881142927,2.255147489,-4.686386898,0.652374669,-6.174288348,0.594379608,-4.849692387,-6.536520735,-3.119093882,1.71549442,0.560478076,0.652941051,0.081930976,-0.221347831,-0.523582159,0.224228162,0.756334523,0.632800477,0.250187093,0.01,1
57027,-2.335654929,2.225379941,-3.379450386,2.178538229,-3.568263715,0.316813584,-1.734948003,1.449139434,-1.980033481,-5.71150474,1.837214902,-4.540341645,0.74784586,-6.28431407,-0.128887217,-3.563239406,-7.368320646,-2.692953158,-0.450550114,0.274027123,0.785540122,0.297411984,0.308536146,-0.598415746,-0.121850331,-0.49101831,0.701606041,0.206966343,444.17,1
57064,-1.966779635,1.496328993,1.91403537,1.331263441,-0.83620801,1.0471032,-0.280514447,0.667362303,1.200106242,0.988059532,0.627882444,0.985797981,-1.158437447,-0.709245954,-1.901046608,-1.56988766,1.014375657,-0.604471543,1.469238388,0.265766435,-0.381389964,-0.388432125,-0.055421487,0.204313204,-0.11723237,-0.522390142,-0.649334398,-0.486252386,8.4,0
57072,1.090045498,-0.300093195,1.227315642,0.706087695,-0.893121322,0.475333426,-0.832179572,0.382614674,0.736485631,-0.103086834,1.108427175,0.972183466,-0.515948753,-0.090571352,-0.198968325,0.088587383,-0.120805276,-0.13292905,-0.106592562,-0.145650506,-0.016154684,0.11860567,0.05103158,0.041389346,0.135055209,0.330633164,0.026170912,0.013066178,11.5,0
57163,-10.36304947,4.543672013,-9.795897736,5.508003334,-6.037155994,-0.133492972,-11.72434612,-3.198345572,-4.767842224,-9.332128069,5.224124004,-7.743122345,-1.5603432,-7.140418033,1.185977826,-6.598704066,-12.120539,-3.904091533,2.513430401,0.92439618,-2.457144873,1.687256642,0.977178354,-0.543368977,-0.289124787,-0.107586425,0.330641898,0.16357715,1,1
57396,1.19870476,-0.222981941,0.002309111,0.412123657,0.122665126,0.602175284,-0.201054649,0.139336301,0.696728726,-0.273087183,-1.739409424,-0.106656282,-0.210208003,-0.085358436,0.275201712,-0.039199617,-0.193969879,-0.682631753,0.41216659,-0.038139051,-0.345769719,-0.90528501,-0.095024919,-1.315017459,0.397779324,0.399903921,-0.019557112,0.004456388,49.95,0
57479,-3.556915825,3.373322999,0.102364437,-0.637879946,-0.665992048,-1.338521711,0.898241328,-0.200659969,2.483858046,4.109857421,0.515836048,-0.047348391,-0.069941426,-1.711858573,1.161599174,-0.1388332,-0.165454104,-0.504034825,-0.595701111,1.870025751,-0.820333382,-0.82413484,0.042777751,0.608789184,0.371789841,-0.028166349,0.52519687,-0.281671278,11.65,0
57538,1.004717829,-0.754713307,0.883299054,0.574772594,-1.246048503,-0.099934446,-0.634538863,0.01472319,-1.086128846,0.918774735,1.120034497,0.99088189,1.191058451,-0.050239433,0.297207499,-0.852520579,-0.665092985,2.103196813,-1.208876992,-0.194091894,-0.000774583,0.240614132,-0.181231647,0.343464634,0.396155735,-0.231933802,0.051917572,0.052243504,140,0
57563,-1.120868106,1.660854133,0.865397331,1.456978598,0.263428181,-0.80016259,0.880843361,0.269568169,-1.396263562,0.157796621,-0.935374571,-0.184515248,-0.025873909,0.52906789,-0.419993574,0.718176671,-0.639418515,-0.319312181,-1.502932897,-0.16174555,0.08628377,0.083675003,-0.072720457,0.372279091,-0.070522827,-0.205117674,0.08173933,0.135905935,28.25,0
57661,1.238749607,-0.085832762,0.15705872,-0.069326761,-0.408331967,-0.624515579,-0.10612431,-0.061392192,0.00093983,0.057243698,1.054532666,0.513585567,-0.345510403,0.501218197,0.419622575,0.5445151,-0.653267654,0.269386608,0.364668347,-0.038356448,0.053470028,0.09488846,-0.112666483,0.06707157,0.374929936,1.073335398,-0.095124209,-0.010180456,22.9,0
57835,1.127417144,-1.039625075,1.293470909,-0.724270545,-1.443633386,0.785425593,-1.481669633,0.45129855,-0.487303588,0.683040201,1.567574688,0.728412941,0.474878458,-0.157939997,1.292979499,-1.016965162,-0.040854561,1.209089385,-1.619332601,-0.418669486,-0.033483072,0.373045466,0.090595174,-0.24468109,-0.229847071,1.152972624,0.021119121,0.01704424,45.9,0
57887,1.204664171,0.220575011,0.624136294,0.550699968,-0.505512899,-0.781199819,-0.025629435,-0.08152769,-0.255557537,0.097985221,1.696015702,1.220193539,0.372768723,0.412489208,0.296784056,0.431142629,-0.609672562,-0.135679627,0.092628185,-0.079018439,-0.190740785,-0.579286751,0.147862159,0.535193973,0.166401261,0.063953392,-0.031289872,0.011156786,0.99,0
57893,-2.142136923,2.101720034,0.232029362,-0.689300562,1.091898404,-0.315613889,1.520762723,-0.497812515,0.786235069,2.415119711,1.563931949,0.921449994,0.624487302,-0.689792296,-0.353801324,-0.397531584,-1.133585854,-0.471690034,-1.108186619,0.6878794,-0.252676121,0.439041794,-0.355326202,-0.303371468,0.566926372,-0.626745536,-0.8352791,-1.09955612,0.89,0
57903,0.479149518,-1.666370135,0.589529152,0.366390513,-1.437950953,0.234113707,-0.345024367,0.186729742,1.084726037,-0.423273559,0.436654531,0.610139662,-1.042374812,-0.085114386,-0.817170304,0.269893461,-0.154095404,0.168068883,0.7682772,0.626717093,0.007321471,-0.641505381,-0.28453604,0.080081312,-0.020928024,0.909278682,-0.114485596,0.062794742,376.93,0
57913,-1.639923715,-0.375850755,0.272959639,-3.489274349,1.844187363,3.013550953,-0.944344306,1.545791431,1.104239781,-1.97074498,-0.511766952,0.476895063,-0.052681048,0.084721714,0.840315325,0.267731422,-0.677873056,0.633443471,0.402173522,0.310439203,0.044853221,-0.180800843,-0.261648718,1.041942804,0.644620976,-0.110613296,0.1812541,-0.043720614,30,0
57985,1.109829001,0.297112768,0.84542567,2.768162658,-0.409923987,-0.143991928,-0.05026363,0.004625133,-0.143977489,0.518058512,-1.07742922,-0.01997603,-0.476845152,-0.109861532,-0.85406984,0.11538122,-0.12645943,-0.471830728,-0.621759122,-0.150128516,-0.069338318,-0.08033914,-0.096116172,0.402955057,0.604176441,0.075877308,0.00160601,0.023873463,28.7,0
57988,1.389906977,-0.636132688,0.133045845,-1.078744272,-0.373825918,0.533640127,-0.875663444,0.147607075,-0.911634354,0.742388572,0.68935543,0.096110137,1.002941502,-0.248929161,0.468582038,1.453115006,-0.269529735,-0.704756867,0.698566971,0.146223841,0.366310369,1.043345509,-0.280624348,-1.082304461,0.643888418,0.056353374,0.03169111,-0.005875009,15,0
58060,-2.630597703,5.12575923,-6.092254547,5.527393062,1.605144855,-2.31988353,-3.207075706,-1.482583211,-5.074870632,-6.778331382,5.725254591,-6.949171825,-3.127795012,-11.09042481,-0.800272569,-1.707500854,-1.685473017,0.274890839,-2.028885352,0.94886377,-0.527474204,0.220546095,-1.371109895,-0.504898995,0.382306793,0.395527722,0.782035951,0.628527864,1,1
58067,-0.264868684,3.386139969,-3.45499699,4.367629058,3.336060428,-2.053918423,0.256890458,-2.957235441,-2.855797234,-2.808455543,1.847503511,-2.414822338,-2.573224542,-6.59912613,0.123470383,2.572371808,6.609365809,2.5306698,-3.602657251,0.482513022,-1.394503794,-0.166029307,-1.452081183,-0.251814671,1.243460543,0.452786777,0.132218076,0.424599466,1,1
58076,1.375271291,-0.553150547,-0.108829674,-0.621468059,-0.953227879,-1.412805689,-0.195317473,-0.227582688,-0.746422611,0.708503901,-0.591941056,-1.898800603,-2.46870854,0.626942759,0.736326155,0.972242679,0.545232837,-1.585025042,0.801461987,-0.038659781,-0.155280933,-0.770606812,0.07565037,0.311187279,0.352430801,-0.446110816,-0.045432714,0.010569067,43.98,0
58081,1.450082291,-0.602327907,-1.639840523,-1.832576671,1.814410051,2.904783183,-0.611268359,0.626019476,-1.271677012,0.696610956,0.078244837,-0.68788215,0.087653654,0.247681875,0.63705724,1.175312339,-0.10374944,-1.461331894,1.159340319,0.23370333,-0.184070929,-0.857306271,0.016397615,0.987372513,0.60326204,-0.43819595,-0.024331681,0.007732655,34.96,0
58100,1.266134093,-0.106971877,0.478871474,-0.253056842,-0.605079332,-0.521605011,-0.346632993,0.025266403,0.217495229,-0.031204029,1.112216403,0.595379488,-0.289265247,0.384271515,0.618069753,0.716325479,-0.711531338,0.231188144,0.444709044,-0.071751447,-0.109281665,-0.352326723,0.050299192,0.05509674,0.118590145,0.908731088,-0.077264509,-0.005152145,0.69,0
58117,1.215312136,0.070095421,-0.282084534,0.854650322,0.056578244,0.10660009,-0.277969955,0.180714581,0.878540879,-0.771925596,-1.174847226,-0.819428925,-1.604213494,-1.276272535,0.248993678,0.128739458,1.198023501,0.050602525,-0.049312558,-0.178430866,-0.225837158,-0.444293137,-0.150854647,-0.86999355,0.533779792,0.498427623,0.006646708,0.027756154,12.31,0
58190,-2.42989121,-2.948922891,2.596709767,-0.871288865,0.71034495,-0.800045299,-0.877744875,0.182526432,-0.312011558,-0.232968007,-0.741757041,-0.487376129,-0.071553514,-1.121166497,-0.882488109,0.506390755,0.676945491,-1.774608918,0.033073861,1.121353254,0.328847421,0.221753458,0.606773492,0.057657172,0.475882078,-0.332961644,-0.228308681,-0.102332253,221.6,0
58199,0.340390791,2.015233463,-2.777329561,3.812024131,-0.461729072,-1.152021971,-2.001958668,0.548681057,-2.344041663,-3.076698585,3.55473755,-3.9696893,-0.932183689,-5.876067321,-0.06673945,-1.495280775,-4.424757174,-0.619323237,-0.231198386,0.326772803,0.299768816,-0.583282924,-0.18769605,-0.329255753,0.732328138,0.058079714,0.553143343,0.318832446,1.75,1
58217,-0.443793957,1.27139529,1.206177863,0.790371244,0.418935335,-0.848375715,0.917690595,-0.235511405,-0.285692136,-0.867899742,0.61497712,-0.657947691,-0.948412032,-1.635144524,1.263203163,0.068532887,1.325794102,0.376383481,-1.096196454,-0.067205036,0.119278777,0.51347945,-0.264243409,0.443311288,0.029516392,-0.335141049,-0.188814985,-0.123391459,5.09,1
58222,-1.322789063,1.552768211,-2.276920704,2.992117391,-1.94706392,-0.48028825,-1.362387523,0.953242227,-2.32962886,-3.393553481,3.128439692,-3.570393731,-0.595198191,-3.988415055,0.995905842,-2.843784559,-4.826246116,-0.703883465,2.152214558,0.988493487,0.614968997,-0.195199717,0.590711262,-0.233377664,-0.164285287,-0.277497871,0.428610085,0.246393746,270,1
58230,-5.314165355,-8.34990893,1.930657116,-0.366967802,5.793987379,-5.795910497,-5.782637321,0.600839408,-1.301937652,1.572229433,-0.995386422,-0.83979772,0.176049568,-0.181495892,0.408567093,-0.147110485,0.237124015,0.693072574,-0.991685303,1.549926019,0.703442351,0.133557937,1.458395418,0.314374933,-0.437851664,-0.382111317,-0.060159442,0.345560098,3.1,0
58356,-2.08707731,-0.95465104,-0.503090303,-0.506248714,2.896470159,2.982603002,-0.699584565,1.485436254,-0.301693289,-0.66522144,-0.778719283,0.17178735,-0.114427881,0.386353168,-0.191570295,0.053363133,-0.244853433,0.040483077,0.711355904,0.754049303,-0.005567646,-0.74689223,0.073079283,1.028700316,0.185151696,0.238390076,0.190726681,-0.129535006,100.19,0
58445,1.198343167,-0.176216811,0.523558704,0.486751675,-0.223598176,0.609066706,-0.483892448,0.146094118,0.448953606,-0.085481073,0.103102363,1.36888013,1.396743708,-0.446111379,-0.67688519,0.46656677,-0.85952485,0.548085389,0.650344035,0.066713988,0.062964512,0.393466477,-0.295169143,-0.733740342,0.651623546,0.558712051,0.003504077,0.003384676,29.99,0
58540,-0.311454516,0.715474153,-0.519869999,-1.040270814,1.948262509,3.408202202,-0.473708775,1.354390394,-0.498207548,-0.566698116,-0.408671531,-0.059542724,0.079633706,0.512234839,1.025720874,0.783941922,-0.819902663,0.379420356,0.196336368,-0.049816477,-0.01275879,-0.343062191,0.074617341,1.002407778,-0.353520607,0.139863529,-0.090979031,-0.026448507,12.04,0
58624,1.276977784,0.098511573,-0.348622108,-0.086421383,-0.007597383,-0.907735795,0.331692427,-0.223312579,-0.358143033,0.087202658,1.131675507,0.642799229,-0.189104144,0.69450631,0.103742196,0.210669401,-0.519082012,-0.063589593,0.530863369,-0.039961025,-0.012219108,-0.083530623,-0.149011929,0.075701593,0.553610948,1.073068787,-0.121531547,-0.020718208,20.62,0
58638,-2.060751244,0.532456098,1.403624795,-1.076705369,-0.415557202,0.450833324,0.041086627,0.083680183,1.242599614,0.432844208,0.413302241,-0.439242987,-2.286924903,-0.312799282,-0.609117738,0.171485768,-0.38622594,0.089678371,-0.287228023,-0.587931954,0.179556817,0.591769524,-0.121965316,-0.272713628,-0.444217743,0.840776611,-1.622438748,-0.277842285,29.95,0
58642,-0.45138257,2.2251465,-4.953050453,4.342228248,-3.65619019,-0.020121466,-5.407553618,-0.748436141,-1.362197751,-4.170622887,3.762306382,-4.226224695,-2.04669403,-4.710497936,0.21757236,-4.739083784,-6.131886752,-2.425870639,2.31416487,0.724381268,-0.575924092,0.495889441,1.154127939,-0.016185786,-2.079928263,-0.554376906,0.455179271,0.001320656,113.92,1
58822,-4.384220899,3.26466481,-3.077158017,3.403593597,-1.93807528,-1.221081278,-3.310316609,-1.11197501,-1.977593281,-3.288203565,2.886091477,-6.848977934,-1.029234591,-7.460102983,0.055906018,-4.334783427,-9.874560393,-3.541903329,-0.53155876,-0.141533269,2.076382721,-0.990302787,-0.330358452,0.158377626,0.006351446,-0.493860013,-1.537652378,-0.994022491,45.64,1
59011,-2.32692237,-3.34843873,-3.513407961,3.17505971,-2.815137034,-0.203362788,-0.89214443,0.333225703,-0.802005229,-4.350685312,3.064245841,-2.718730632,0.068787703,-5.586873126,-0.966076478,-2.502049417,-4.460494632,-0.870525745,0.595629104,3.209170944,1.226648399,-0.695902073,-1.478490211,-0.0615526,0.236155012,0.531910616,0.302324354,0.536375348,1389.56,1
59011,0.682752428,-0.670585594,-0.34239163,1.27171283,-0.143229767,-0.196853686,0.5598835,-0.240490055,-0.038624577,-0.092736482,-1.220935373,0.050672241,0.621918965,0.271438632,1.009346196,0.457987068,-0.836095001,0.268938533,-0.214237238,0.566019557,0.204972094,-0.065917108,-0.51582038,-0.543333377,0.697478266,-0.256321683,-0.041343891,0.068910974,325.1,0
59063,-0.34668209,0.887123118,1.723754476,1.25160114,0.041486285,-0.202454742,0.723087266,-0.06490648,-0.284765607,0.34775751,0.977751135,0.272920594,-1.156323053,0.163265891,-0.623146636,-0.833699872,0.12185921,0.278108611,1.304867006,0.190993948,-0.057465776,0.259313301,-0.193705396,0.536386479,-0.129898885,-0.308932549,0.239670763,-0.024829317,9.37,0
59206,1.314245039,-0.035492481,-1.090657091,-0.556600004,2.029339452,3.268345546,-0.534197639,0.808094366,-0.05279471,0.000869296,-0.028600334,0.073681228,0.041391802,0.425636323,1.24535201,0.640446649,-0.910218715,-0.068575167,0.25507604,0.01817403,-0.312943887,-1.069251051,0.103267766,0.992156502,0.369177855,0.110309557,-0.028415435,0.011940777,2.58,0
59315,0.879870801,-0.7805252,1.648293502,0.983371477,-1.344386141,0.912957956,-1.054292356,0.473349846,1.282165193,-0.365169346,0.947834133,1.748725417,0.168569959,-0.808575239,-1.584482797,-0.46170479,0.345886105,-0.393687813,0.132093517,0.048237797,0.068206937,0.457095183,-0.079138055,0.318642255,0.200853912,0.555929697,0.039476469,0.030020373,91.4,0
59358,-0.655183278,0.348011031,2.371314435,1.777904186,-0.602793239,0.592997698,-0.123586531,0.394581808,0.855743809,-0.429997491,-1.195298354,-0.189790109,-2.029429385,-0.434374722,-1.219600814,-1.657696314,1.349983055,-0.950654535,1.192641303,-0.147715464,-0.279997523,-0.458838556,0.082554412,0.368930946,-0.49395319,-0.465061449,0.085008595,0.184225117,26.24,0
59385,-7.626924092,-6.976420008,-2.077911151,3.41675416,4.458758402,-5.080407799,-6.578947868,1.760341414,-0.599508728,-4.001742085,2.611761843,-2.210691055,0.145323221,-5.281678131,-1.446227315,-2.342178262,-4.442082059,-0.812202197,0.254771833,2.875260304,1.224794983,-0.656639147,-0.330810729,-0.078946015,0.270305925,0.43111911,0.821381427,-1.056087774,18.98,1
59499,-1.050301795,-0.134186097,1.955861613,-0.320081935,0.744668461,-1.268597852,0.398801124,-0.051311838,-0.353312062,-0.29358336,1.193887173,-0.253520194,-1.903212063,0.512944742,-0.094374118,0.520149444,-0.762724155,0.199168982,-0.429888246,0.08418316,-0.107832676,-0.614951546,-0.023917535,0.471810746,0.292143998,0.039611483,-0.298387888,-0.250658236,18.47,0
59501,1.277862205,-1.218097161,0.436516857,-1.443918519,-0.943716234,0.816429151,-1.234907629,0.338397033,-1.845882802,1.249643548,0.727191948,-0.541243111,0.09374367,-0.108782135,1.664312968,-1.748267097,1.848210991,-2.056221765,-1.922356648,-0.460539148,-0.0664298,0.302244963,0.191320387,-0.666030833,0.013571203,-0.098652047,0.096962591,0.011778369,30,0
59669,0.32600663,1.286637565,-2.007181287,2.419674796,-1.532901697,-1.432803315,-2.45952964,0.617737792,-1.12586103,-3.236784016,3.561794964,-3.914679352,-2.124956456,-4.45889503,0.578201875,-2.343304119,-5.071450108,-0.749172321,0.228422748,0.222666683,0.556894674,0.169775529,-0.174357059,0.308061323,0.710996128,-0.231029818,0.580495234,0.300984038,6.27,1
59726,-1.322911803,1.295271211,2.075287284,0.227451143,-0.17869324,-0.013258353,0.037651407,0.740336663,-1.214343379,-0.19153491,0.548952777,0.264917607,-0.116471389,0.319606544,-0.540160626,1.757127943,-1.178793343,0.403746378,-1.218534012,-0.061978526,-0.040844054,-0.36502426,-0.17928916,-0.012149508,0.137751467,0.681104456,0.070371804,0.036316933,2.65,0
59777,-8.257110817,-4.81446074,-5.36530689,1.204229864,-3.347420097,-1.331601475,-1.967892799,1.295437817,-1.674415243,-3.426052253,0.14456269,-4.28352931,-0.240895042,-3.657490404,0.923104768,0.844221069,-3.948311852,-1.807515992,0.105878827,-1.233987257,0.436390207,-0.077552723,-3.091624356,-0.390200886,-0.288688941,-0.340004217,0.039819105,-1.00790031,319.2,1
59812,1.204663428,0.398949774,0.002701309,0.92777796,0.174272357,-0.529487486,0.373681071,-0.19102315,-0.550073106,0.149354776,1.220919004,1.409085632,1.113082527,0.421437466,-0.026539868,0.158628215,-0.795871833,0.157528735,0.119258661,-0.01860329,0.024065642,0.098809871,-0.176949249,0.026676688,0.775866363,-0.36026755,0.003718997,0.008604184,21.13,0
59840,-3.21538176,-0.364223121,-1.261883344,3.794949039,0.71120593,-1.316475603,-5.165140556,0.625278384,-1.582300585,-3.252633595,5.040751203,-5.314442204,-0.656470662,-6.233043671,0.974771279,-6.890317745,-9.516411485,-4.364127715,2.598577556,0.019626169,0.401341241,0.152191259,-0.934675474,-0.256148382,-0.469403309,-0.282495914,0.866076911,-0.433465944,5.91,1
